player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Anton Babchuk,https://www.eliteprospects.com/player/8655/anton-babchuk,Russia / Ukraine,D,195,92,R,,,"('1', '21', '2002')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time NHL Stanley Cup Champion']","Babchuk is a big defenseman with a cannon of a shot. Has decent all-around ability and offensive vision. Could still improve his defensive game. Isn't much of a physical presence despite his size.
- Erik K."
Mike Bishai,https://www.eliteprospects.com/player/12858/mike-bishai,Canada,C,181,84,L,,,,"['1-time NCAA (West) Second All-American Team', '1-time Spengler Cup Winner']",
Darcy Verot,https://www.eliteprospects.com/player/12016/darcy-verot,Canada,LW,183,92,L,,,,['2-time SJHL Champion'],
Brad Fast,https://www.eliteprospects.com/player/10837/brad-fast,Canada,D,183,88,L,,,"('3', '84', '1999')","['2-time Asia League Champion', '2-time NCAA (CCHA) Champion', '1-time NCAA (West) Second All-American Team']","Sons: Riley Fast, Beckett Fast"
Milan Michálek,https://www.eliteprospects.com/player/8586/milan-michalek,Czechia,LW/RW,188,102,L,,,"('1', '6', '2003')","['1-time U18 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Rookie of the Year']","Michálek is a winger with great speed and acceleration. Boasts a big body, too, making him hard to handle for defenders. Has a well-rounded game and can score goals. Battles consistency issues, though."
Josh Olson,https://www.eliteprospects.com/player/12254/josh-olson,USA,LW,196,107,L,,,"('6', '190', '2000')","['1-time Italy Champion', '1-time USHS-MN State Champion']",
Peter Sarno,https://www.eliteprospects.com/player/10826/peter-sarno,Canada,C,180,84,L,['Offensive Forward'],,"('6', '141', '1997')","['1-time OHL First All-Rookie Team', '2-time OHL Most Assists', '2-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Rookie of the Year (Emms Family Award)', '2-time OHL Third All-Star Team']",
Rob Skrlac,https://www.eliteprospects.com/player/69928/rob-skrlac,Canada,LW,196,111,L,,,"('9', '224', '1995')",[],
John Gruden,https://www.eliteprospects.com/player/47448/john-gruden,USA,D,183,91,L,,,"('8', '168', '1990')","['1-time AHL First All-Star Team', '1-time NCAA (West) First All-American Team', '1-time USHL Defenseman of the Year', '1-time USHL First All-Star Team']",Son: Jonathan Gruden Brother: Luke Gruden
Antti Miettinen,https://www.eliteprospects.com/player/2698/antti-miettinen,Finland,W/C,182,84,R,['Two-Way Forward'],,"('7', '224', '2000')","['1-time Liiga Golden Helmet', '1-time Olympic Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Olympic Bronze Medal', '1-time Finnish Hockey Hall of Fame', '1-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)']","Miettinen is a skilled winger who plays a well-rounded game. He owns solid playmaking and scoring ability. On the downside, he is neither big nor strong. Should use his shot more."
Dan Fritsche,https://www.eliteprospects.com/player/9434/dan-fritsche,USA / Switzerland,C/W,188,90,R,['Speedster'],,"('2', '46', '2003')","['1-time U20 WJC Gold Medal', '1-time CHL Memorial Cup Champion', '1-time NL Champion', '1-time OHL Champion']","Fritsche skates very well and has good two-way instincts. Plays a gritty game and owns decent hands, but isn't a natural on offense. Can play center and wing equally well.
- Erik K. Piri, EP (2010)

Brother: Tom Fritsche
Uncle: John Fritsche
Cousin: John Fritsche Jr."
Garth Murray,https://www.eliteprospects.com/player/8956/garth-murray,Canada,LW,185,93,L,,,"('3', '79', '2001')",['1-time U20 WJC Silver Medal'],
Noah Clarke,https://www.eliteprospects.com/player/10321/noah-clarke,USA,LW,178,86,L,,,"('9', '250', '1999')","['1-time AHL All-Rookie Team', '1-time NCAA (West) First All-American Team', '1-time USHL Clark Cup Champion']",Clarke is a terrific skater with great wheels. Also owns decent hands and playmaking skills. Good on the PK.
Pierre Hedin,https://www.eliteprospects.com/player/218/pierre-hedin,Sweden,D,186,93,L,,,"('8', '239', '1999')","['1-time TV-Pucken Gold Medal', '1-time J18 SM Gold Medal', '1-time U18 EJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time SHL Champion', '1-time TV-Pucken Best Defenseman (Lill-Strimmas Stipendium)', '1-time U20 WJC All-Star Team']","A mobile two-way defenseman, Hedin had a good passing game. Skated well and had a pretty good shot. Not a physical or aggressive player."
Mikko Luoma,https://www.eliteprospects.com/player/2702/mikko-luoma,Finland,D,193,94,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('6', '181', '2002')","['2-time World Championship Bronze Medal', '1-time Liiga Champion', '1-time SHL Champion']","Luoma was known as a defenseman who played a well-rounded game. Offensively, he had a good point shot, and playmaking ability on the powerplay. In his own end, he boasted terrific size and reach. Not the best skater, though, and he could be prone to some severe defensive gaffes."
Quintin Laing,https://www.eliteprospects.com/player/11751/quintin-laing,Canada,LW,188,91,L,,,"('4', '102', '1997')",['1-time AHL Calder Cup Champion'],Son: Hunter Laing
Owen Fussey,https://www.eliteprospects.com/player/11490/owen-fussey,Canada / U.K.,RW,182,88,L,,,"('3', '90', '2001')",['1-time AHL Calder Cup Champion'],
Denis Grebeshkov,https://www.eliteprospects.com/player/9570/denis-grebeshkov,Russia,D,184,93,L,,,"('1', '18', '2002')","['1-time U18 WJC Gold Medal', '2-time U20 WJC Gold Medal', '2-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time RSL Champion', '1-time Spengler Cup Winner']",An all-around defenseman who works hard. Has a good shot and is useful on powerplay. Reads the game well.
Brooks Laich,https://www.eliteprospects.com/player/9518/brooks-laich,Canada,C/LW,188,91,L,,,"('6', '193', '2001')","['1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time CHL Third All-Star Team', '1-time WHL (West) First All-Star Team']",Brother: Jordan Laich
Karl Stewart,https://www.eliteprospects.com/player/9680/karl-stewart,Canada,LW,180,84,L,['Speedster'],,,[],"Stewart is a hard working winger. He has good speed and plays with lots of energy. Is effective on the forecheck and the penalty kill. Likes to hit, but also has a decent shot. Can take some bad penalties at times, though."
Cory Larose,https://www.eliteprospects.com/player/11500/cory-larose,Canada,C,181,86,L,,,,"['1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion']",
Dwayne Zinger,https://www.eliteprospects.com/player/11733/dwayne-zinger,Canada,D,193,104,L,,,,[],
Roman Tvrdon,https://www.eliteprospects.com/player/4627/roman-tvrdon,Slovakia,RW,188,87,L,,,"('5', '132', '1999')","['1-time U18 WJC Bronze Medal', '1-time Slovakian Extraliga Champion']",
Michal Barinka,https://www.eliteprospects.com/player/9611/michal-barinka,Czechia,D,192,102,L,,,"('2', '59', '2003')","['1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '1-time Czech Extraliga Champion']","Father-in-law: Alois Hadamczik
Stepson: Marcel Barinka"
Jeremy Reich,https://www.eliteprospects.com/player/10988/jeremy-reich,Canada,LW,185,89,L,,,"('2', '39', '1997')",[],Reich was a gritty winger and a hard worker. He had good speed and liked to play a physical game. A strong leader.
Matt Ellison,https://www.eliteprospects.com/player/9145/matt-ellison,Canada,C/W,181,94,R,,,"('4', '128', '2002')","['1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time Spengler Cup Winner', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']","Ellison is a two-way player with great versatility and the ability to man the powerplay point. He is a hard worker, but can also handle the puck nicely.
- Erik K."
Sergei Zinovyev,https://www.eliteprospects.com/player/12285/sergei-zinovyev,Russia,C,180,80,L,,,"('3', '73', '2000')","['2-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Bronze Medal', '1-time Continental Cup Champion', '1-time KHL Gagarin Cup Champion', '1-time RSL Champion', '1-time Spengler Cup Winner']",A very skilled offensive center with an excellent understanding of the game. A creative player with good stickhandling and excellent passing game. A reliable goal and point scorer. Weaknesses include physical game. A very good two-way player.
Lasse Kukkonen,https://www.eliteprospects.com/player/2717/lasse-kukkonen,Finland,D,183,85,L,"['Defensive Defenseman', 'Leader']",,"('5', '151', '2003')","['1-time U18 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '2-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time Olympic Bronze Medal', '4-time Liiga All-Star Team', '2-time Liiga Best Defenseman (Pekka Rautakallio Award)', '4-time Liiga Champion']","Kukkonen is a defensive minded defenceman. A well rounded player with no major weaknesses. Not a particularly big player, but doesn't shy away from contact. Reads the game well and positions himself accordingly. Has good passing skills, but tends to play it safe. Provides experience and leadership to his team."
Tony Salmelainen,https://www.eliteprospects.com/player/2689/tony-salmelainen,Finland,LW/RW,176,83,R,"['Sniper', 'Speedster']",,"('2', '41', '1999')","['1-time U18 WJC Gold Medal', '1-time Liiga Golden Helmet', '1-time U18 EJC Silver Medal', '1-time U20 WJC Silver Medal', '1-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)', '1-time Liiga Most Points (Veli-Pekka Ketola Trophy)', '1-time NL Media All-Star Team', '1-time SL Champion']","A small and very fast winger. Salmelainen's biggest asset is his exceptional skating. His skating and energetic play style leads to scoring chances. He has good stickhandling skills and good technique. He is a good goal scorer.

Salmelainen's weaknesses are his size, strength and playing off the puck."
Doug Doull,https://www.eliteprospects.com/player/52008/doug-doull,Canada,LW,188,98,L,,,,['2-time AHL Calder Cup Champion'],
Johnathan Aitken,https://www.eliteprospects.com/player/31008/johnathan-aitken,Canada,D,193,96,L,,,"('1', '8', '1996')","['1-time AHL Calder Cup Champion', '1-time WHL (East) Second All-Star Team']",Son: Parker Aitken
Marcel Goc,https://www.eliteprospects.com/player/8583/marcel-goc,Germany,C,184,92,L,,,"('1', '20', '2001')","['1-time Olympic Silver Medal', '1-time DEL Champion']","Brothers: Sascha Goc, Nikolai Goc"
Jeff Hamilton,https://www.eliteprospects.com/player/10191/jeff-hamilton,USA,C/RW,178,84,R,,,,"['1-time World Championship Bronze Medal', '1-time AHL First All-Star Team', '1-time NCAA (East) First All-American Team', '2-time NCAA (East) Second All-American Team']","Hamilton was a big shooter who excelled on the powerplay. He had great offensive instincts, but wasn't a very good skater, and was a bit on the small side.
- Erik K."
Libor Pivko,https://www.eliteprospects.com/player/10217/libor-pivko,Czechia,LW,192,98,L,,,"('3', '89', '2000')","['1-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '1-time Czech Extraliga Champion']",A large winger with excellent playmaking skills. Protects the puck well.
Johnny Pohl,https://www.eliteprospects.com/player/10214/johnny-pohl,USA,C,185,88,R,,,"('9', '255', '1998')","['1-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time USHS-MN State Champion']","Brothers: Tom Pohl & Mark Pohl
Wife: Krissy Wendell-Pohl
Father: Jim Pohl"
Layne Ulmer,https://www.eliteprospects.com/player/9905/layne-ulmer,Canada,C,186,95,L,,,"('7', '209', '1999')","['2-time EIHL Champion', '4-time Italy Champion', '2-time WHL (East) First All-Star Team', '1-time WHL Most Goals']",Brother-in-law: Jared Aulin
Mark Popovic,https://www.eliteprospects.com/player/8569/mark-popovic,Canada / Croatia,D,185,88,L,,,"('2', '35', '2001')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Third All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Second All-Rookie Team', '1-time OHL Third All-Star Team', '1-time Spengler Cup Winner']",
Jason Pominville,https://www.eliteprospects.com/player/8809/jason-pominville,Canada / USA,RW,180,82,R,,,"('2', '55', '2001')","['1-time CHL Third All-Star Team', '1-time QMJHL First All-Star Team']","Father: Jean-Marie Pominville Son: Jayden Pominville

Pominville finished 3rd in points from the 2001 draft class despite being selected 55th overall. He played in his first NHL season in 2006 and set a career-high in 2008 with 80 points. He was a 3x 30-goal scorer and reached the 60-point mark 6 times. The 2012 All-Star scored 293 goals and 727 points over 15 seasons with the Sabres and Wild."
Kyle Wellwood,https://www.eliteprospects.com/player/8818/kyle-wellwood,Canada,C,180,84,R,['Face-Off Specialist'],,"('5', '134', '2001')","['1-time U20 WJC Silver Medal', '1-time CHL Sportsman of the Year', '1-time CHL Third All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Points (Eddie Powers Trophy)']",Brother: Eric Wellwood
Freddy Meyer,https://www.eliteprospects.com/player/8837/freddy-meyer,USA,D,178,88,L,['Heavy Hitter'],,,"['1-time AHL Calder Cup Champion', '1-time NCAA (East) First All-American Team']","Meyer was a mobile two-way defenseman who kept his game simple. Had a nice outlet pass. Could deliver a solid hit despite his size. Lacked those top offensive instincts, though.
- Erik K."
Colton Orr,https://www.eliteprospects.com/player/8941/colton-orr,Canada,RW,191,101,R,"['Heavy Hitter', 'Physical Forward']",,,[],Brother: Jamison Orr
Alexander Suglobov,https://www.eliteprospects.com/player/9602/alexander-suglobov,Russia,RW,185,86,L,,,"('2', '56', '2000')","['1-time U20 WJC Gold Medal', '2-time RSL Champion']",
Julien Vauclair,https://www.eliteprospects.com/player/12688/julien-vauclair,Switzerland,D,183,92,L,,,"('3', '74', '1998')","['1-time World Championship Silver Medal', '1-time U18 EJC Bronze Medal', '1-time U20 WJC Bronze Medal', '2-time NL Champion', '1-time World Championship All-Star Team']","Family relations:
Brothers: Geoffrey Vauclair, Tristan Vauclair
Niece: Maelia Vauclair"
Brad Boyes,https://www.eliteprospects.com/player/9092/brad-boyes,Canada,RW,184,90,R,,,"('1', '24', '2000')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time CHL Sportsman of the Year', '1-time NHL All-Rookie Team', '1-time OHL Champion', '1-time OHL First All-Star Team', '2-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Playoffs MVP (Wayne Gretzky 99 Award)', '1-time OHL Second All-Rookie Team', '1-time OHL Second All-Star Team']",Boyes is a creative winger who can both score and set goals up. Has great hands and vision. Very efficient in shootouts.
Jeremy Yablonski,https://www.eliteprospects.com/player/14184/jeremy-yablonski,Canada,RW/LW,185,107,R,['Enforcer'],,,"['1-time AHL Calder Cup Champion', '1-time ECHL Kelly Cup Champion']",Cousin: Jon Mirasty
Ryan Barnes,https://www.eliteprospects.com/player/69491/ryan-barnes,Canada,LW,185,91,L,,,"('2', '55', '1998')",['1-time OHL Champion'],"Brother: Mitch Barnes
Son: Blake Barnes"
Chris Higgins,https://www.eliteprospects.com/player/9051/chris-higgins,USA,LW,183,93,L,,,"('1', '14', '2002')",['1-time NCAA (East) First All-American Team'],
Tomas Plekanec,https://www.eliteprospects.com/player/8668/tomas-plekanec,Czechia,C,179,89,L,['PK Specialist'],,"('3', '71', '2001')","['1-time U20 WJC Gold Medal', '1-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Rookie of the Year']",Plekanec is a smart center with great two-way ability. Has terrific playmaking and passing skills and likes to be on the powerplay. Always a hard worker and a team player.
