player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Éric Chouinard,Canada,W/C,191,92,L,,,"('1', '16', '1998')","['1-time U20 WJC Bronze Medal', '1-time Ligue Magnus Most Goals']",A big offensive-minded forward with good vision and good hands. Reliable goal scorer with good physical presence.
Benoît Gratton,Canada,C,178,88,L,,,"('5', '105', '1995')","['1-time CHL Memorial Cup Champion', '1-time ICEHL Most Valuable Player (Ron Kennedy Trophy)', '1-time LNAH Champion']",
Cameron Mann,Canada,RW,183,95,R,,,"('4', '99', '1995')","['1-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '2-time CHL Third All-Star Team', '1-time OHL Champion', '2-time OHL First All-Star Team']",
Andrei Skopintsev,Russia,D,182,91,R,,,"('6', '153', '1997')",['1-time RSL Champion'],Brother: Sergei Skopintsev
Petr Svoboda,Czechia / Canada,D,185,90,L,"['Defensive Defenseman', 'Physical Defenseman']",,"('1', '5', '1984')","['1-time Olympic Gold Medal', '1-time U18 EJC Silver Medal', '1-time U18 EJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time NHL Stanley Cup Champion']","Brother: Karel Svoboda, Nephew : Karel Svoboda"
Pavel Patera,Czechia,C,185,85,L,,,"('6', '153', '1998')","['4-time World Championship Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Bronze Medal', '1-time Czech Extraliga Champion', '3-time Czech Extraliga Most Assists', '2-time Czech Extraliga Most Points', '1-time Czech Hockey Hall of Fame', '1-time RSL Champion', '1-time SHL Champion']","Daughter: Dominika Paterová (external link)
Son: Pavel Patera"
Ron Sutter,Canada,C,183,82,L,,,"('1', '4', '1982')",[],"Son: Riley Sutter
Twin brother: Rich Sutter
Brothers: Gary Sutter, Brian Sutter, Darryl Sutter, Duane Sutter, Brent Sutter
Nephews: Shaun Sutter, Brett Sutter, Merrick Sutter, Brandon Sutter, Brody Sutter, Luke Sutter"
Alexei Ponikarovsky,Ukraine / Canada,LW,193,103,L,,,"('4', '87', '1998')","['1-time KHL Gagarin Cup Champion', '1-time RSL Champion']",Son: Alexander Ponikarovsky
Jamie Allison,Canada,D,185,100,L,,,"('2', '44', '1993')","['1-time U17 WHC Gold Medal', '1-time OHL Champion', '1-time OHL Second All-Rookie Team']",
Brad Brown,Canada,D,193,100,R,,,"('1', '18', '1994')","['1-time OHL Champion', '1-time OHL First All-Rookie Team', '2-time OHL Third All-Star Team']",Son: Hunter Brown
Dwayne Hay,Canada,LW,185,92,L,,,"('2', '43', '1995')","['1-time U20 WJC Gold Medal', '1-time OHL Second All-Rookie Team', '1-time OHL Third All-Star Team']",
Bob Boughner,Canada,D,183,93,R,"['Defensive Defenseman', 'Enforcer', 'Heavy Hitter']",,"('2', '32', '1989')",[],
Robyn Regehr,Canada,D,190,102,L,['Heavy Hitter'],,"('1', '19', '1998')","['1-time World Cup Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time CHL Third All-Star Team', '1-time NHL Stanley Cup Champion', '1-time WHL (West) First All-Star Team']",Brother: Richie Regehr
Darren Rumble,Canada,D,185,95,L,,,"('1', '20', '1987')","['1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL First All-Star Team', '1-time AHL Second All-Star Team', '1-time NHL Stanley Cup Champion']",Son: Chris Rumble
Paul Coffey,Canada,D,183,91,L,"['Offensive Defenseman', 'PP Specialist', 'Speedster']",,"('1', '6', '1980')","['3-time Canada Cup Champion', '1-time Hockey Hall of Fame', '3-time NHL Best Defenseman (Norris Trophy)', '4-time NHL First All-Star Team', '4-time NHL Second All-Star Team', '4-time NHL Stanley Cup Champion', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","Son: Blake Coffey & Christian Coffey

The 14x All-Star ranks 2nd in defensemen scoring, totaling 1,531 points in 1,409 games. Coffey holds the record for goals in a season by a defenseman, scoring 48 with Edmonton in 1985-86. After 21 seasons, Coffey retired with 3 Norris Trophies and 4 Stanley Cups."
Rick Berry,Canada,D,188,97,L,,,"('3', '55', '1997')",[],"Cousins: Stu Scantlebury, Brad Cole, Scott Swiston, Tucker Scantlebury"
Rob Zettler,Canada,D,191,90,L,,,"('3', '55', '1986')",[],Son: Robert Zettler
Jonas Rönnqvist,Sweden,C,187,91,R,,,"('4', '98', '2000')",[],
Ken Daneyko,Canada,D,183,98,L,"['Defensive Defenseman', 'Enforcer', 'Physical Defenseman']",,"('1', '18', '1982')","['1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time AJHL Champion', '1-time NHL Sportsmanship Award (Bill Masterton Trophy)', '3-time NHL Stanley Cup Champion']",
Jeff Ulmer,Canada,C/W,180,91,R,,,,"['1-time DEL Most Points', '1-time NCAA (Championship) Winner', '1-time SL Champion']","Brother: Jason Ulmer
Brother-in-law: Quinn Hancock"
Reid Simpson,Canada,LW,185,95,L,['Enforcer'],,"('4', '72', '1989')",['1-time AHL Calder Cup Champion'],
Derek Plante,USA,C,180,82,L,,,"('8', '161', '1989')","['1-time World Championship Bronze Medal', '1-time Asia League Champion', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion']","Sons: Zam Plante, Max Plante, Victor Plante"
Sven Butenschön,Germany / Canada,D,192,98,L,,,"('3', '57', '1994')","['1-time DEL Champion', '1-time WHL Champion']",Butenschön is a big defenseman with a terrific reach. He is a good puck handler and a powerplay option. Won't play a physical game and use his size to punish opponents.
Blair Atcheynum,Canada,RW,188,90,R,,,"('3', '52', '1989')","['2-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time WHL (East) First All-Star Team']",
Jarrod Skalde,Canada,C,183,85,L,,,"('2', '26', '1989')","['1-time CHL Memorial Cup Champion', '1-time OHL Champion', '1-time OHL Second All-Star Team', '1-time Slovenian Champion']",Son: Skate Skalde
Vladimir Chebaturkin,Russia,D,191,100,L,,,"('3', '66', '1993')","['1-time U18 EJC Silver Medal', '1-time U20 WJC Silver Medal']",
Sergei Vyshedkevich,Russia,D,183,88,L,,,"('3', '70', '1995')","['1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '2-time RSL Champion', '1-time Spengler Cup Winner']",
Maxim Kuznetsov,Russia / Kazakhstan,D,198,115,L,,,"('1', '26', '1995')",[],
Paul Laus,Canada,D,185,98,R,"['Defensive Defenseman', 'Enforcer']",,"('2', '37', '1989')",[],
Craig Rivet,Canada,D,188,95,R,"['Defensive Defenseman', 'Physical Defenseman']",,"('3', '68', '1992')",['1-time World Championship Gold Medal'],"Son: Nathan Rivet
Nephews: Riley Ebbs, MacKenzie Weegar, Will Rivet"
Brett Clark,Canada,D,183,85,L,,,"('6', '154', '1996')",[],Uncle: Dave Dunn
Billy Tibbetts,USA,RW,188,95,R,,,,[],
Joël Bouchard,Canada,D,185,95,L,,,"('6', '129', '1992')","['2-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time CHL Third All-Star Team', '1-time QMJHL Champion', '1-time QMJHL First All-Star Team']",
Eric Boulton,Canada,LW,184,103,L,"['Enforcer', 'Heavy Hitter']",,"('9', '234', '1994')",[],Sons : Sawyer Boulton and Ryder Boulton
Nolan Pratt,Canada,D,190,97,L,,,"('5', '115', '1993')",['1-time NHL Stanley Cup Champion'],"A stay-at-home defenseman who's at his best when playing a physical, safe game and keeping it simple. A solid leader.
Lacks offensive flair and is below average in the skating department."
Sami Helenius,Finland,D,196,105,L,"['Defensive Defenseman', 'Enforcer', 'Heavy Hitter']",,"('5', '102', '1992')",[],A large defenseman with an aggressive style of playing. Good in front of his own goal. Plays tough and is always ready for a fight.
John Jakopin,Canada,D,196,108,R,,,"('4', '97', '1993')",[],Cousin: Adam Jakopin
Lance Pitlick,USA,D,183,92,R,,,"('9', '180', '1986')",[],"Sons: Rem Pitlick, Rhett Pitlick
Nephew: Tyler Pitlick"
Jason Williams,Canada,RW/C,180,87,R,['Offensive Forward'],,,"['1-time Allan Cup Champion', '1-time AlpsHL Champion', '1-time Continental Cup Champion', '1-time NHL Stanley Cup Champion', '1-time NL Most Goals', '1-time Spengler Cup Winner']","An offensively skilled right winger. Has nifty hands and excels on the powerplay point. Is a quality penalty shot/shootout option.
Has lacked grit, defensive play, and skating ability to become really good.
- Erik K."
Jason Krog,Canada,C,178,86,R,['Face-Off Specialist'],,,"['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time AHL Most Assists', '1-time AHL Most Points (JB Sollenberger Trophy)', '1-time AHL Most Valuable Player (Les Cunningham Award)', '1-time AHL Playoffs MVP (Jack A Butterfield Trophy)', '1-time AHL Second All-Star Team', '1-time Continental Cup Champion', '1-time French Champion', '1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']","Jason Krog was a faceoff ace known for his offensive instincts and playmaking ability. A quick skater and smart player, he could play wing in a pinch.
- Erik K."
Jan Caloun,Czechia,RW,177,84,R,"['Cerebral Tactician', 'Dangler', 'Playmaker']",,"('4', '75', '1992')","['1-time Olympic Gold Medal', '1-time World Championship Gold Medal', '1-time U18 EJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time AHL Second All-Star Team', '2-time Liiga All-Star Team', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)', '1-time Liiga Champion', '2-time Liiga Most Assists', '2-time Liiga Most Points (Veli-Pekka Ketola Trophy)']",
Terry Yake,Canada,C,178,83,R,,,"('4', '81', '1987')","['1-time AHL Calder Cup Champion', '2-time Allan Cup Champion']",
Josef Marha,Czechia,C/D,183,87,L,,,"('2', '35', '1994')","['1-time U18 EJC Bronze Medal', '1-time AHL Calder Cup Champion', '5-time NL Champion', '4-time Spengler Cup Winner']",Marha is a two-way center with good hands and puck control. Has become more of a defensive player over the years. Is of excellent character and loves to compete.
Jon Sim,Canada,LW,178,88,L,,,"('3', '70', '1996')","['1-time AHL Calder Cup Champion', '1-time DEL Champion', '1-time NHL Stanley Cup Champion', '1-time OHL Most Goals', '1-time OHL Second All-Star Team']","Sons: Landon Sim & Lane Sim

A smallish winger who likes to play a physical game. Skates well and enjoys going to the net. Good along the boards despite his stature.
Has been lacking the consistency to be a scorer in the NHL."
Andrei Bashkirov,Russia,LW,183,88,L,,,"('5', '132', '1998')",[],
Mike Mottau,USA,D,183,86,L,,,"('7', '182', '1997')","['1-time AHL All-Rookie Team', '2-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '2-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']","Mottau is a two-way defenseman of moderate size and skill. He has a good first pass, but lacks blazing offense.
- Erik K."
Bryan Muir,Canada,D,193,93,L,,,,"['1-time AHL First All-Star Team', '1-time NHL Stanley Cup Champion']","Son: Kaden Muir

Muir has had his share of injuries throughout his career which has also made it difficult for him to fully establish himself in the NHL. He has great size and is a quite offensive minded defenseman. He moves the puck well, can be used on the power play and is not afraid to use his body. But seeing that he has a physical advantage on most opposing players he could increase/improve his physical play even more."
Chris Chelios,USA / Greece,D,182,87,R,,,"('2', '40', '1981')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NCAA (Championship) Winner', '1-time NHL All-Rookie Team', '3-time NHL Best Defenseman (Norris Trophy)', '5-time NHL First All-Star Team', '1-time NHL Mark Messier Leadership Award', '2-time NHL Second All-Star Team', '3-time NHL Stanley Cup Champion', '1-time Olympic All-Star Team', '1-time Olympic Best Defenseman', '1-time SJHL Defenseman of the Year', '1-time United States Hockey Hall of Fame']","Brother: Steve Chelios
Cousins: Chris Chelios & Nikos Tselios
Sons: Dean Chelios & Jake Chelios
Godson: Jay Kourkoulis

Chelios's 26 seasons are tied with Gordie Howe for the most in NHL history. Over his career, the 11x All-Star won 3 Stanley Cups, 3 Norris Trophies, a World Cup, and a Mark Messier Leadership Award. He scored 185 goals and 949 points playing for the Canadiens, Blackhawks, Red Wings, and Thrashers and retired in 2010 with the 3rd most points by an American defenseman."
Steve Maltais,Canada,LW,188,104,L,,,"('3', '57', '1987')","['1-time AHL Calder Cup Champion', '1-time AHL Most Assists', '1-time AHL Most Points (JB Sollenberger Trophy)', '1-time AHL Second All-Star Team', '1-time OHL Second All-Star Team']",Nephews: Charles-Olivier Villeneuve & Xavier Villeneuve
Christian Laflamme,Canada,D,185,95,R,,,"('2', '45', '1995')","['1-time QMJHL All-Rookie Team', '1-time QMJHL Second All-Star Team']",Son: Jérémie Laflamme
Craig Berube,Canada,LW,185,93,L,['Enforcer'],,,[],
Ivan Ciernik,Slovakia / Germany,RW,183,89,L,,,"('9', '216', '1996')",[],Sons: Alex Čiernik & Samuel Ciernik
Pascal Rhéaume,Canada,C/LW,185,100,L,,,,"['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion']","Sister: Manon Rhéaume
Son: Nick Rhéaume
Nephews: Dakoda Rhéaume-Mullen & Dylan St."
Rostislav Klesla,Czechia,D,191,98,L,,,"('1', '4', '2000')","['1-time U20 WJC Gold Medal', '1-time CHL All-Rookie Team', '1-time CHL Top Draft Prospect Award', '1-time NHL All-Rookie Team', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']","Klesla is a very physical, defensive defenseman. Has solid hockey sense and positional skills.
Doesn't score as many points as he possibly could. Also, he is rather prone to injury."
Lee Goren,Canada,RW,190,94,R,['Net-Front Presence'],,"('3', '63', '1997')","['2-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NL Champion', '1-time SHL Champion']",
Matthieu Descôteaux,Canada,D,194,108,L,"['Heavy Hitter', 'Physical Defenseman']",,"('1', '19', '1996')","['1-time CHL Memorial Cup Champion', '1-time QMJHL Champion']",
Sean Haggerty,USA,LW,186,84,L,,,"('2', '48', '1994')","['1-time AHL Second All-Star Team', '1-time OHL First All-Rookie Team', '1-time OHL Most Goals', '1-time OHL Second All-Star Team']",Brother: Ryan Haggerty
Don MacLean,Canada,LW,191,97,L,"['Offensive Forward', 'Playmaker']",,"('2', '33', '1995')","['1-time AHL First All-Star Team', '1-time AHL Most Points (JB Sollenberger Trophy)', '1-time AHL Most Valuable Player (Les Cunningham Award)', '1-time CHL Memorial Cup Champion', '1-time ICEHL Champion', '1-time QMJHL Champion']",Son: Phenwick MacLean
Ed Ward,Canada,RW,188,100,R,,,"('6', '108', '1988')",[],Ward has never been known as an offensive force. He is more of a hard-worker. Ward enjoys playing physical and hes a good player to have in front of the opponents goalie.
Darryl Shannon,Canada,D,188,94,L,,,"('2', '36', '1986')","['1-time DEL Champion', '1-time OHL First All-Star Team', '1-time OHL Second All-Star Team']","Brothers: Dale Shannon & Darrin Shannon
Nephew: Logan Shannon"
Eric Manlow,Canada,LW,183,97,L,,,"('2', '50', '1993')","['1-time AHL Calder Cup Champion', '1-time OHL Champion']",
Bryan Adams,Canada,LW/C,184,84,L,,,,"['1-time AHL Calder Cup Champion', '1-time NCAA (CCHA) Champion']","Adams is a smart defensive winger who excels on the penalty kill. He is a speedy skater and a hard worker, and a team guy."
Kevin Sawyer,Canada,LW,188,96,L,['Enforcer'],,,[],
Niklas Andersson,Sweden,LW,176,80,L,,,"('4', '68', '1989')","['1-time U20 WJC Silver Medal', '3-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time SHL Best Player (Guldpucken)', '2-time SHL Champion', '1-time SHL Most Assists', '1-time SHL Most Valuable Player (Guldhjälmen)', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)']","A terrific offensive player. Andersson had excellent hands and vision, and was a brilliant passer. Despite his superb individual skills, he was also a great team player who never took a shift off."
Marko Tuomainen,Finland,RW,191,99,R,"['Physical Forward', 'Power Forward']",,"('9', '205', '1992')","['2-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Liiga Champion', '1-time NCAA (ECAC) Champion', '1-time NCAA (East) Second All-American Team', '2-time SL Champion']",
Casey Hankinson,USA,LW,185,85,L,,,"('8', '201', '1995')",[],"Brothers: Ben Hankinson & Peter Hankinson
Daughter: Sami Hankinson"
Anders Myrvold,Norway,D,188,94,L,,,"('5', '127', '1993')","['1-time CHL All-Rookie Team', '3-time Norwegian Champion', '1-time QMJHL All-Rookie Team']",Nephew: Didrik Bax-Kristiansen
