player_name_ep,player_link_ep,date_of_birth,nation,player_pos,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Andy Delmore,https://www.eliteprospects.com/player/11566/andy-delmore,12/26/1976,Canada,D,185,91,R,,,,"['1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time OHL Champion', '1-time OHL First All-Star Team']","An offensive-minded defenseman, Delmore can quarterback the powerplay with his playmaking ability. He also owns a booming point shot.
Defensively, there is room for improvement."
Benjamin Simon,https://www.eliteprospects.com/player/11760/ben-simon,6/14/1978,USA,C,184,88,L,,,"('5', '110', '1997')","['1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion']",Simon was a defensive center who always worked hard. Lacked some offensive instincts.
Alexandre Picard,https://www.eliteprospects.com/player/8847/alexandre-picard,7/5/1985,Canada,D,189,98,L,,,"('3', '85', '2003')","['1-time AHL Calder Cup Champion', '1-time QMJHL Second All-Star Team', '1-time Spengler Cup Winner']",
Steven Goertzen,https://www.eliteprospects.com/player/10320/steven-goertzen,5/26/1984,Canada,RW/LW,185,98,R,,,"('7', '225', '2002')",['2-time EIHL Champion'],
Freddy Modin,https://www.eliteprospects.com/player/727/fredrik-modin,10/8/1974,Sweden,LW,193,100,L,"['Heavy Shooter', 'Two-Way Forward']",,"('3', '64', '1994')","['1-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time U20 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']","Modin was a big winger with a big shot. His slapper was among the hardest in the NHL. He had good offensive ability as well as defensive acumen.
Even though he was large, Modin never really played a physical game."
Anson Carter,https://www.eliteprospects.com/player/9111/anson-carter,6/6/1974,Canada,RW,185,95,R,,,"('10', '220', '1992')","['1-time U20 WJC Gold Medal', '2-time World Championship Gold Medal', '1-time NCAA (West) Second All-American Team']",
Marc Methot,https://www.eliteprospects.com/player/10993/marc-methot,6/21/1985,Canada,D,193,106,L,,,"('6', '168', '2003')","['1-time CHL Memorial Cup Champion', '1-time OHL Champion']",Brother: Mathieu Methot
Darcy Campbell,https://www.eliteprospects.com/player/11917/darcy-campbell,5/12/1984,Canada,D,185,82,L,,,,[],"A mobile defenseman with a good and smart puck game. Frequently joins the attack. Primarily an offensive rearguard, he is also solid in his own end."
Filip Novak,https://www.eliteprospects.com/player/8663/filip-novak,5/7/1982,Czechia,D,182,102,L,,,"('2', '64', '2000')","['1-time World Championship Gold Medal', '1-time AHL All-Rookie Team', '1-time CHL Second All-Star Team', '2-time KHL Gagarin Cup Champion', '1-time WHL (East) First All-Star Team']","Novák is an offensive defenseman. He can pass and move the puck very well, and is a good skater. He needs to make the simple play more, though, and not try to force things. Could improve his overall defensive game."
Zenon Konopka,https://www.eliteprospects.com/player/10994/zenon-konopka,1/2/1981,Canada / USA,C,183,97,L,"['Agitator', 'Enforcer', 'Face-Off Specialist']",,,"['1-time CHL Memorial Cup Champion', '1-time ECHL All-Rookie Team', '1-time ECHL Kelly Cup Champion', '1-time OHL Champion', '1-time OHL Most Assists']",
Curtis Glencross,https://www.eliteprospects.com/player/10984/curtis-glencross,12/28/1982,Canada,LW,185,89,L,,,,[],"Glencross is a winger with a good all-around game. Has a good shot and skating speed, but can also play in a checking role. Never stops working. Could use some more bulk, though."
Michael Peca,https://www.eliteprospects.com/player/8910/michael-peca,3/26/1974,Canada,C,183,85,R,"['Heavy Hitter', 'PK Specialist']",,"('2', '40', '1992')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time NHL Top Defensive Forward (Frank J. Selke Trophy)', '1-time OHL Third All-Star Team']","Son: Trevor Peca
Cousin: Dorian Peca"
Jiri Novotny,https://www.eliteprospects.com/player/8675/jiri-novotny,8/12/1983,Czechia,C,188,92,R,,,"('1', '22', '2001')","['1-time World Championship Gold Medal', '2-time World Championship Bronze Medal']","Novotný is a center with a sound two-way game. With good vision and passing ability, he is more of a playmaker than a shooter. Handles the puck and skates well, too. Can kill penalties and win faceoffs."
Andrew Murray,https://www.eliteprospects.com/player/11561/andrew-murray,11/6/1981,Canada / Croatia,C/LW,188,99,L,,,"('8', '242', '2001')",['1-time NCAA (CHA) Champion'],
Jared Boll,https://www.eliteprospects.com/player/14076/jared-boll,5/13/1986,USA,RW,191,93,R,,,"('4', '101', '2005')",['1-time OHL Champion'],
Kris Russell,https://www.eliteprospects.com/player/9188/kris-russell,5/2/1987,Canada,D,178,77,L,,,"('3', '67', '2005')","['2-time U20 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time CHL Defenseman of the Year', '1-time CHL First All-Star Team', '1-time CHL Second All-Star Team', '1-time CHL Sportsman of the Year', '1-time WHL (East) First All-Star Team', '2-time WHL Champion', '1-time WHL Player of the Year (Four Broncos Trophy)', '2-time WHL Top Defenseman (Bill Hunter Trophy)']",Twin Brother: Ryan Russell
Kris Beech,https://www.eliteprospects.com/player/8429/kris-beech,2/5/1981,Canada,C,191,96,L,,,"('1', '7', '1999')","['1-time AHL Calder Cup Champion', '1-time SHL Champion', '1-time WHL Champion']","A two-way center, Kris Beech owned plenty of creativity and offensive ability. He had a good shot, but was a pass-first player. Strong around the net, and a very good faceoff man."
Dick Tarnstrom,https://www.eliteprospects.com/player/744/dick-tarnstrom,1/20/1975,Sweden,D,186,93,L,,,"('11', '272', '1994')","['1-time U18 EJC Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time World Championship All-Star Team', '1-time World Championship Best Defenseman']","Tärnström was your typical skilled, offensive-minded defenseman. He had a hard, accurate point shot and a very strong passing game. An asset with the man advantage.
On the downside, he was inconsistent in his defensive coverage. Also wasn't a physical player despite decent size."
Derek MacKenzie,https://www.eliteprospects.com/player/8567/derek-mackenzie,6/11/1981,Canada,C/LW,180,82,L,,,"('5', '128', '1999')","['1-time U20 WJC Bronze Medal', '1-time AHL Calder Cup Champion']","Father: Ken MacKenzie
Cousin: Tyler Mackenzie
Uncle: Nick Zatezalo"
Clay Wilson,https://www.eliteprospects.com/player/11404/clay-wilson,4/5/1983,USA,D,183,88,L,,,,"['2-time AHL Second All-Star Team', '1-time Continental Cup Champion']","Wilson is a skilled two-way defenseman who can quarterback the powerplay. Relies on being in good position defensively, as he is not a very physical player.
- Erik K."
Aaron Rome,https://www.eliteprospects.com/player/10983/aaron-rome,9/27/1983,Canada,D,185,100,L,,,"('4', '104', '2002')",[],"Brothers: Ashton Rome, Reagan Rome, Ryan Rome"
Tom Sestito,https://www.eliteprospects.com/player/12269/tom-sestito,9/28/1987,USA / Italy,LW,195,103,L,,,"('3', '85', '2006')",['1-time OHL Champion'],"A huge winger who always finishes his checks. Hits often and hard; sometimes not so clean. Has some offensive ability, but contributes mostly with physical play. Love to drop the gloves.
- Erik K."
Adam Pineault,https://www.eliteprospects.com/player/9415/adam-pineault,5/23/1986,USA,RW,185,87,R,,,"('2', '46', '2004')","['1-time CHL (USA) Champion', '1-time Czech Extraliga Champion', '1-time QMJHL Champion']",Pineault is a gritty winger with good skating speed. Good along the boards and in puck battles. Handles the puck well and also has a big slap shot.
Kristian Huselius,https://www.eliteprospects.com/player/691/kristian-huselius,11/10/1978,Sweden,LW,187,85,L,,,"('2', '47', '1997')","['1-time U18 EJC Bronze Medal', '3-time World Championship Bronze Medal', '1-time NHL All-Rookie Team', '2-time SHL Champion', '2-time SHL Most Assists', '1-time SHL Most Goals', '1-time SHL Most Points', '1-time SHL Most Valuable Player (Guldhjälmen)']","Huselius has excellent on-ice vision and has incredible stickhandling skills. He is a capable skater, a great playmaker and a good sniper as well. On the downside Huselius must still become stronger physically and be less streaky."
R.J. Umberger,https://www.eliteprospects.com/player/8820/r.j.-umberger,5/3/1982,USA,C/W,188,97,L,,,"('1', '16', '2001')","['1-time AHL Calder Cup Champion', '1-time NCAA (West) Second All-American Team']",
Jakub Voracek,https://www.eliteprospects.com/player/9285/jakub-voracek,8/15/1989,Czechia,RW,189,95,L,['Playmaker'],,"('1', '7', '2007')","['1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time NHL First All-Star Team', '1-time QMJHL All-Rookie Team', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Rookie of the Year', '1-time QMJHL Second All-Star Team', '1-time World Championship All-Star Team']","A big, speedy winger with quick hands and great playmaking ability. Voracek was selected 7th overall in 2007 after scoring 86 points with the Halifax Mooseheads. He debuted for the Blue Jackets in 2008 and scored his first goal in the first period of his first game. He won World Championship gold with the Czech Republic in 2010 and tied Mario Lemieux's NHL All-Star Game record with 6 points in 2015."
Mike Commodore,https://www.eliteprospects.com/player/9119/mike-commodore,11/7/1979,Canada,D,193,105,R,,,"('2', '42', '1999')","['1-time World Championship Gold Medal', '1-time NCAA (Championship) Winner', '1-time NHL Stanley Cup Champion']",Brother: Matt Commodore
Raffi Torres,https://www.eliteprospects.com/player/8857/raffi-torres,10/8/1981,Canada,LW,183,98,L,"['Agitator', 'Heavy Hitter', 'Role Player']",,"('1', '5', '2000')","['1-time U20 WJC Bronze Medal', '1-time OHL Second All-Rookie Team', '2-time OHL Second All-Star Team']",Brother: Daniel Torres
Christian Backman,https://www.eliteprospects.com/player/290/christian-backman,4/28/1980,Sweden,D,193,95,L,,,"('1', '24', '1998')","['1-time U18 EJC Gold Medal', '1-time Olympic Gold Medal', '1-time U18 EJC Silver Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time SHL Champion']","Bäckman was a well-rounded defenseman who played a sound two-way game. A fine skater with great size, he had all the tool to carve out a long career. Foot and knee injuries eventually slowed him down."
Derek Dorsett,https://www.eliteprospects.com/player/11666/derek-dorsett,12/20/1986,Canada,RW,183,87,R,"['Checking-line Player', 'Heavy Hitter', 'Physical Forward']",,"('7', '189', '2006')",['1-time WHL Champion'],"Father: Dean Dorsett
Brother: Chad Dorsett
Cousin: Shayne Neigum"
Nikita Filatov,https://www.eliteprospects.com/player/11860/nikita-filatov,5/25/1990,Russia,LW/RW,184,87,R,,,"('1', '6', '2008')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '2-time U20 WJC Bronze Medal', '1-time U18 WJC All-Star Team', '1-time U20 WJC All-Star Team']",
Mike York,https://www.eliteprospects.com/player/8730/mike-york,1/3/1978,USA,C/W,178,83,R,,,"('6', '136', '1997')","['1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time NCAA (CCHA) Champion', '2-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Most Points']",
Maksim Mayorov,https://www.eliteprospects.com/player/12466/maxim-mayorov,3/26/1989,Russia / Uzbekistan,LW/RW,188,90,L,,,"('4', '94', '2007')",[],
Anton Stralman,https://www.eliteprospects.com/player/4152/anton-stralman,8/1/1986,Sweden,D,184,88,R,"['Leader', 'PK Specialist', 'Puck-Moving Defenseman']",,"('7', '216', '2005')","['1-time World Championship Gold Medal', '1-time World Championship Bronze Medal']","An offensively very gifted defenseman. Strålman has good hockey sense and reads the game well and is not afraid to join the rush. He has a very good point shot and a great player to use on the power play, not because of his release but his smart passing game as well. Defensively he is quite reliable, although hardly a physical force. Strålman is a decent skater, not overly impressive in full flight but he accelerates well."
Mathieu Roy,https://www.eliteprospects.com/player/8923/mathieu-roy,8/10/1983,Canada,D,188,95,R,,,"('7', '215', '2003')","['1-time French Champion', '1-time LNAH Champion', '1-time QMJHL Champion']","A large and strong defenseman. Roy enjoys playing a physical game and doesn't mind dropping his gloves.
Doesn't skate that well, nor does he contribute much offensively.
- Erik K."
Chris Clark,https://www.eliteprospects.com/player/8766/chris-clark,3/8/1976,USA,RW,183,89,R,,,"('3', '77', '1994')",['1-time AHL Calder Cup Champion'],Son: Braiden Clark
Grant Clitsome,https://www.eliteprospects.com/player/15053/grant-clitsome,4/14/1985,Canada,D,180,96,L,,,"('9', '271', '2004')","['1-time NCAA (ECAC) Champion', '1-time NCAA (East) Second All-American Team']",Brother: Eric Clitsome
Milan Jurcina,https://www.eliteprospects.com/player/8677/milan-jurcina,6/7/1983,Slovakia,D,193,115,R,,,"('8', '241', '2001')",[],"Jurčina is a big all-around defenceman with a great reach and physical fitness. His offensive capabilities rely on his very hard slapshot, making him a threat on power play. Despite his hulking figure, he doesn't use his size and strength against his opponents enough. His skating could use improvement. Suffers from inconsistency."
Tomas Kana,https://www.eliteprospects.com/player/9236/tomas-kana,11/29/1987,Czechia,RW/C,183,93,L,,,"('2', '31', '2006')",[],A left-handed center with good defensive skills. A good skater with a good understanding of the game.
Chad Kolarik,https://www.eliteprospects.com/player/9432/chad-kolarik,1/26/1986,USA,RW,179,84,R,,,"('7', '199', '2004')","['1-time U18 WJC Silver Medal', '1-time DEL Champion', '2-time NCAA (CCHA) Champion', '1-time NCAA (West) Second All-American Team', '1-time SHL Most Goals']","Kolarik is a skilled, offensive-minded winger who can play center, too. The fast skater handles the puck very well and owns a very good shot. Also has hockey sense and playmaking ability. However, he lacks size and could improve his defensive game.
- Erik K."
Trevor Frischmon,https://www.eliteprospects.com/player/12017/trevor-frischmon,8/5/1981,USA,C,180,92,L,,,,['1-time USHS-MN State Champion'],Second Cousin: Zac Frischmon
Greg Moore,https://www.eliteprospects.com/player/9403/greg-moore,3/26/1984,USA,RW,185,95,R,,,"('5', '143', '2003')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion']","Moore is a two-way winger who is very good defensively. Has excellent character and leadership qualities. Works very hard. Owns decent offensive instincts, too."
Nathan Paetsch,https://www.eliteprospects.com/player/8902/nathan-paetsch,3/30/1983,Canada,D,185,90,L,,,"('7', '202', '2003')","['2-time U20 WJC Silver Medal', '2-time AHL Calder Cup Champion', '1-time WHL (East) Second All-Star Team']","Son: Kellen Paetsch An offensive defenseman, Paetsch is a brilliant skater. Doesn't mind getting involved physically. Can play wing if needed. Could improve defensively.
- Erik K."
Kyle Wilson,https://www.eliteprospects.com/player/11750/kyle-wilson,12/5/1984,Canada,C,183,91,L,,,"('9', '272', '2004')",['2-time AHL Calder Cup Champion'],"Wilson is a two-way center with good vision and playmaking skills. Also has the ability to play wing. Could learn to make better use of his size, though.
- Erik K."
Scottie Upshall,https://www.eliteprospects.com/player/9512/scottie-upshall,10/7/1983,Canada,LW/RW,183,91,L,,,"('1', '6', '2002')","['2-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time AHL Calder Cup Champion', '1-time AJHL Champion', '1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time Spengler Cup Winner', '1-time U20 WJC All-Star Team', '1-time WHL (West) Second All-Star Team', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']","Scottie Upshall was a winger known for his gritty style of play. He was a hard worker and a pretty well-rounded player. Would lay on the body and be an agitator on the ice. He was also a decent handler of the puck.
- Erik K."
Ethan Moreau,https://www.eliteprospects.com/player/8703/ethan-moreau,9/22/1975,Canada,LW,188,94,L,,,"('1', '14', '1994')","['1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Stanley Cup Champion', '1-time OHL First All-Rookie Team', '2-time OHL Third All-Star Team']","Brother: Chad Moreau
Son: Trey Moreau"
